,question,choice_list,choice_order
152,"What's white, sticky, and better to spit than to swallow?","['Yogurt', 'Toothpaste.', 'Glue', 'Marshmallow']","[1, -1, -1, -1]"
153,"What's made of rubber, handed out at some schools, and exists to prevent mistakes?","['Erasers.', 'Pencils', 'Whiteout', 'Chalk']","[0, -1, -1, -1]"
154,I'm great for protection. You use your fingers to get me off. What am I?,"['Gloves.', 'Hat', 'Sunglasses', 'Socks']","[0, -1, -1, -1]"
155,"What gets longer if pulled, fits snugly between breasts, slides neatly into a hole, chokes people when used incorrectly, and works well when jerked?","['A necklace', 'A scarf', 'A seatbelt.', 'A shoelace']","[2, -1, -1, -1]"
156,"What's beautiful and natural, but gets prickly if it isn't trimmed regularly?","['The hedge', 'The cactus', 'The rose bush', 'The lawn.']","[3, -1, -1, -1]"
157,"I assist with erections. Sometimes, giant balls hang from me. I'm known as a big swinger. What am I?","['A crane.', 'A construction worker', 'A flagpole', 'A trapeze artist']","[0, -1, -1, -1]"
158,"When I go in, I can cause some pain. I'll fill your holes when you ask me to. I also ask that you spit and not swallow. What am I?","['Mouthwash', 'Floss', 'Toothpaste', 'Your dentist.']","[3, -1, -1, -1]"
159,"I start with a ""p"" and end with ""o-r-n."" I'm a major player in the film industry. What am I?","['Actor', 'Movie', 'Butter', 'Popcorn.']","[3, -1, -1, -1]"
160,I'm spread out before being eaten. Your tongue gets me off. Sometimes people lick my nuts. What am I?,"['Peanut butter.', 'Hazelnut butter', 'Almond butter', 'Cashew butter']","[0, -1, -1, -1]"
161,All day long it's in and out. I discharge loads from my shaft. Both men and women go down on me. What am I?,"['A train', 'A roller coaster', 'A water slide', 'An elevator.']","[3, -1, -1, -1]"
162,"What four-letter word begins with ""f"" and ends with ""k,"" and if you can't get it you can always just use your hands?","['""A book""', 'A fork.', '""A desk""', '""A duck""']","[1, -1, -1, -1]"
163,"I come in a lot of different sizes. Sometimes, I drip a little. If you blow me, it feels really good. What am I?","['A leaky pipe', 'A faucet', 'A water droplet', 'Your nose.']","[3, -1, -1, -1]"
164,"What's a four-letter word that ends in ""k"" and means the same as intercourse?","['Speak', 'Converse', 'Chat', 'Talk.']","[3, -1, -1, -1]"
165,What is more rewarding when it is hard and long?,"['An education.', '""A puzzle""', '""A marathon""', '""A career""']","[0, -1, -1, -1]"
166,What do you call an unsinkable virgin?,"['A buoyant maiden', 'A cherry float.', 'A steadfast chaste', 'A resilient pure']","[1, -1, -1, -1]"
167,"I am long, you move me around with your lips and tongue, I get wet with saliva and I get sucked. What am I?","['A straw.', 'A pen', 'A toothbrush', 'A spoon']","[0, -1, -1, -1]"
168,"If I miss, I hit your bush. It's my job to stuff your box. When I come, it's news. What am I?","['A garbage collector', 'A newspaper delivery person.', 'A pizza delivery person', 'A mail carrier']","[1, -1, -1, -1]"
169,I work with briefs and I'm amazing when using my mouth. What am I?,"['A singer', 'A lawyer.', 'A dentist', 'A chef']","[1, -1, -1, -1]"
170,Why is a happy sex life like a good steak?,"[""Because it's satisfying!"", ""Because it's rare!"", ""Because it's well-done!"", ""Because it's juicy!""]","[1, -1, -1, -1]"
171,Set me to vibrate when you want some alone time. What am I?,"['A toaster', 'A blender', 'A wristwatch', 'A cell phone.']","[3, -1, -1, -1]"
172,"I once let over 1000 different people inside me, until I was ripped open by something long and hard. What am I?","['The Titanic.', 'The Statue of Liberty', 'The Eiffel Tower', 'The Great Wall of China']","[0, -1, -1, -1]"
173,I absolutely love holding your buns all day. What am I?,"['A baseball glove', 'A hair tie.', 'A pillow', 'A sandwich']","[1, -1, -1, -1]"
174,I drip when you take me in the mouth. What am I?,"['Ice-cream.', 'Milkshake', 'Popsicle', 'Slushie']","[0, -1, -1, -1]"
175,What gets wetter when things get steamy?,"['Raincoats', 'Umbrellas', 'Showers', 'Steamboats.']","[3, -1, -1, -1]"
176,"Every man has me. I'm a word that begins with the letter ""P"" and for me to grow, I need stimulation. What am I?","['The passion of a dream', 'The petals of a flower', 'The power of love', 'The pupils of his eye.']","[3, -1, -1, -1]"
177,"You use your hand to whack me off, the bigger I am, the louder I make people scream. What am I?","['A thunderstorm', 'A lion', 'A spider.', 'A snake']","[2, -1, -1, -1]"
178,"I am a five letters word starting with ""P"". Women really love to get their hands on me. What am I?","['Pillow', 'Phone', 'Purse.', 'Perfume']","[2, -1, -1, -1]"
179,"I am dirty, I love being filled with wood, but someone only goes down on me once a year. What am I?","['A bonfire', 'A grill', 'A fireplace.', 'A chimney']","[2, -1, -1, -1]"
180,"Some people prefer being on top, others prefer being on the bottom, and it always involves a bed. What is it?","['A sleeping bag', 'A bunk bed.', 'A hammock', 'A futon']","[1, -1, -1, -1]"
181,What does a man have in his trousers that a lady doesn't want on her face?,"['Beard', 'Mustache', 'Wrinkles.', 'Acne']","[2, -1, -1, -1]"
182,What do men keep in their pants that their partners sometimes blow?,"['Phone', 'Wallet', 'Keys', 'Money.']","[3, -1, -1, -1]"
183,I have a stiff shaft. My tip penetrates. I come with a quiver. What am I?,"['A screwdriver', 'A knitting needle', 'An arrow.', 'A pencil']","[2, -1, -1, -1]"
184,What is super hard and goes into a tiny hole?,"['A hammer', 'A rock', 'A brick', 'A key.']","[3, -1, -1, -1]"
185,You have to blow it to play with it. What is it?,"['A trumpet', 'A whistle', 'A harmonica', 'A balloon.']","[3, -1, -1, -1]"
186,What's long and hard and has the word 'cum' in it?,"['A cucumber.', 'A curriculum', 'A column', 'A cumulus']","[0, -1, -1, -1]"
187,"What is six inches long, sweet on the lips, and goes down better with butter?","['Banana', 'Ice cream cone', 'Corn on the cob.', 'Carrot']","[2, -1, -1, -1]"
188,What do you insert in a small hole and twist all the way around?,"['A Q-tip.', 'A key', 'A pencil', 'A screwdriver']","[0, -1, -1, -1]"
189,You can't taste it unless you undress it. What is it?,"['A pineapple', 'A watermelon', 'A banana.', 'A cucumber']","[2, -1, -1, -1]"
190,You play with it at night and it vibrates. What is it?,"['A flashlight', 'A guitar', 'A toothbrush', 'A cell phone.']","[3, -1, -1, -1]"
191,"What's at least six inches long, goes in your mouth, and is more fun when it vibrates?","['A lollipop', 'A spoon', 'An electric toothbrush.', 'A pencil']","[2, -1, -1, -1]"
192,"I go in hard, come out soft, and you love to blow me. What am I?","['Chewing gum.', 'Bubble gum', 'Balloon', 'Cotton candy']","[0, -1, -1, -1]"
193,I am always hard when dry but smooth and soft when wet. What am I?,"['Rock', 'Sponge.', 'Paper', 'Sand']","[1, -1, -1, -1]"
194,What's long and hard when it's young and soft and small when it's old?,"['A candle.', 'A tree', 'A pencil', 'A snake']","[0, -1, -1, -1]"
195,What does a woman have two of that a cow has four of?,"['Arms', 'Ears', 'Eyes', 'Legs.']","[3, -1, -1, -1]"
196,"What's white, sticky, and better to spit than to swallow?","['Marshmallow', 'Glue', 'Toothpaste.', 'Yogurt']","[2, -1, -1, -1]"
197,"What's made of rubber, handed out at some schools, and exists to prevent mistakes?","['Chalk', 'Pencils', 'Whiteout', 'Erasers.']","[3, -1, -1, -1]"
198,I'm great for protection. You use your fingers to get me off. What am I?,"['Sunglasses', 'Hat', 'Socks', 'Gloves.']","[3, -1, -1, -1]"
199,"What gets longer if pulled, fits snugly between breasts, slides neatly into a hole, chokes people when used incorrectly, and works well when jerked?","['A seatbelt.', 'A shoelace', 'A scarf', 'A necklace']","[0, -1, -1, -1]"
200,"What's beautiful and natural, but gets prickly if it isn't trimmed regularly?","['The hedge', 'The lawn.', 'The rose bush', 'The cactus']","[1, -1, -1, -1]"
201,"I assist with erections. Sometimes, giant balls hang from me. I'm known as a big swinger. What am I?","['A flagpole', 'A trapeze artist', 'A construction worker', 'A crane.']","[3, -1, -1, -1]"
202,"When I go in, I can cause some pain. I'll fill your holes when you ask me to. I also ask that you spit and not swallow. What am I?","['Your dentist.', 'Floss', 'Toothpaste', 'Mouthwash']","[0, -1, -1, -1]"
203,"I start with a ""p"" and end with ""o-r-n."" I'm a major player in the film industry. What am I?","['Movie', 'Butter', 'Actor', 'Popcorn.']","[3, -1, -1, -1]"
204,I'm spread out before being eaten. Your tongue gets me off. Sometimes people lick my nuts. What am I?,"['Hazelnut butter', 'Peanut butter.', 'Almond butter', 'Cashew butter']","[1, -1, -1, -1]"
205,All day long it's in and out. I discharge loads from my shaft. Both men and women go down on me. What am I?,"['A train', 'A roller coaster', 'A water slide', 'An elevator.']","[3, -1, -1, -1]"
206,"What four-letter word begins with ""f"" and ends with ""k,"" and if you can't get it you can always just use your hands?","['""A duck""', '""A sock""', '""A book"" ', 'A fork.']","[3, -1, -1, -1]"
207,"I come in a lot of different sizes. Sometimes, I drip a little. If you blow me, it feels really good. What am I?","['A faucet', 'A leaky pipe', 'A water droplet', 'Your nose.']","[3, -1, -1, -1]"
208,"What's a four-letter word that ends in ""k"" and means the same as intercourse?","['Speak', 'Talk.', 'Converse', 'Chat']","[1, -1, -1, -1]"
209,What month are trees scared of?,"['""Nov-ember"" ', '""Dec-ember""', 'Sep-timber.', '""Oct-ober""']","[2, -1, -1, -1]"
210,Who walks little pumpkins across the road to school?,"['The pumpkin farmer', 'The scarecrow', 'The school bus driver', 'The crossing gourd.']","[3, -1, -1, -1]"
211,What did the ocean say to the ship's captain?,"['""Smooth sailing ahead""', '""I\'m ready to set sail""', 'Nothing, it just waved.', '""Prepare for a storm""']","[2, -1, -1, -1]"
212,"I produce moisture and oxygen into the air.When it gets cold, I change colors.When it freezes, I fall down, even if it's not slippery.What am I?","['A flower', 'A leaf.', 'A cloud', 'A waterfall']","[1, -1, -1, -1]"
213,How can you tell a dogwood tree apart from other trees?,"['By its bark.', 'By its flowers', 'By its height', 'By its leaves']","[0, -1, -1, -1]"
214,"I make ash, but I'm not a bonfire.I can expel rocks, but I'm not a slingshot.I can be a mountain, but I'm not in the Himalayas.I have a crater, but I'm not the Moon.I erupt, but I don't have a bad temper.What am I?","['A campfire', 'A volcano.', 'A catapult', 'Mount Everest']","[1, -1, -1, -1]"
215,"If fruit comes from a fruit tree, where does chicken come from?","['A vegetable-tree', 'A poul-tree.', 'A cow-tree', 'A fish-tree']","[1, -1, -1, -1]"
216,"What has no hands, no feet, no head, and no body, but can open any door?","['A key', 'A lock', 'The wind.', 'A doorknob']","[2, -1, -1, -1]"
217,"When rain falls, does it ever get up again?","['""No', '""Yes', '""No', 'Yes, in dew time.']","[3, -1, -1, -1]"
218,"I gently patter on the roof at night. I mutter quietly and lull you to sleep, asking, ""All sleeping? All right!""What am I?","['Rain.', 'Wind', 'Thunder', 'Snow']","[0, -1, -1, -1]"
219,"If you like being in nature and want to camp overnight, you can sleep in one of these.What is it?","['A tent.', 'Sleeping bag', 'Cabin', 'Hammock']","[0, -1, -1, -1]"
220,"There is a common plantThat's like something in the sky.It is bright yellow,And grows to be 10 feet high.What is it?","['A marigold', 'A dandelion', 'A daisy', 'A sunflower.']","[3, -1, -1, -1]"
221,What tree grieves the most?,"['The sad oak', 'The mourning maple', 'The sorrowful pine', 'The weeping willow.']","[3, -1, -1, -1]"
222,What animal can jump higher than a tree?,"[""All of them! Trees can't jump."", 'Giraffe', 'Kangaroo', 'Squirrel']","[0, -1, -1, -1]"
223,I have lots of bark but no bite. What am I?,"['A squirrel', 'A fence', 'A dog', 'A tree.']","[3, -1, -1, -1]"
224,What did the bat say to his date?,"['""Let\'s fly away together.""', '""You\'re a real night owl.""', '""You are fun to hang out with.""', '""I\'m batty for you.""']","[2, -1, -1, -1]"
225,"I come in a box and melt in your hands, I'm a Valentine's day gift that's widely loved.What Am I?","['Teddy bear', 'Flowers', 'Jewelry', 'Chocolate.']","[3, -1, -1, -1]"
226,What did the walnut say as he was proposing to the almond?,"['""You drive me nutty.""', '""You\'re the nut for me.""', '""I\'m going nuts over you.""', '""I am nuts about you.""']","[3, -1, -1, -1]"
227,"It could be delivered by mail, email, by hand, or even by pigeon.It is sometimes short, sometimes lengthy, and with deep, profound, or simple feelings.What is it?","['A text message', 'A love letter.', 'A birthday card', 'A grocery list']","[1, -1, -1, -1]"
228,Lipsticks come in this colorAnd some ladybugs as well.And on Valentine's DayThis color roses many shops sell.What color is it?,"['Pink', 'White', 'Purple', 'Red.']","[3, -1, -1, -1]"
229,"I have wings, but I'm no bird.I have a bow and arrow, but I'm not Robin Hood.I'm a Roman god, but I'm not Jupiter.I look like a toddler, but I need no diaper.My image expresses love, but I'm not a heart.Who am I?","['Hermes', 'Eros', 'Aphrodite ', 'Cupid.']","[3, -1, -1, -1]"
230,"Balloons and cards, and bearsUse this red shape to sayThat I love you so muchEvery Valentine's Day.What is it?","['A box of chocolates', 'A flower', 'A heart.', 'A love letter']","[2, -1, -1, -1]"
231,"I come in many shades: red, pink, yellow, orange, or white; but I'm not a crayon.I'm fragrant, but I'm not perfume.People put me in water, but I'm not dirty laundry.I have a stem, but I'm not a wine glass.People gift me on Valentine's day, but I'm not a stuffed animal.What am I?","['A tulip', 'A daisy', 'A rose.', 'A sunflower']","[2, -1, -1, -1]"
